id_str,from_user,time,text,Target,hashtags
519533622617845760,DarioMolaro,07/10/2014 18:04:02,"https://t.co/XKjHZnQ07a
#EbolaEnFranceLe24Octobre
#RencNum
#showeb2rentree2014
#motscroisés
#LeMag", ," #EbolaEnFranceLe24Octobre
#RencNum
#showeb2rentree2014
#motscroisés
#LeMag"
519533237241405440,meribs,07/10/2014 18:02:30,"#RencNum en irl et lt de très beaux sujets, bcp de passion, de partage qui donnent des idées !  Merci @MuzeoNum  @TMNlab @MinistereCC", @MuzeoNum @TMNlab @MinistereCC,#RencNum 
519532638592176128,celinesalvetat,07/10/2014 18:00:08,"RT @antoninGS: Protestantisme et co-voiturage; mais aussi ticket suspendu, super-accueil des publics au @MusJeanneAlbret http://t.co/bmKSOm…", @antoninGS @MusJeanneAlbret , 
519532612457889792,MentaphoneFr,07/10/2014 18:00:01,#RencNum #Bastia http://t.co/gFWcwo2iRk Question: Qu'est-ce que Mentaphone pour toi ?, ,#RencNum #Bastia 
519532332940673024,sebdaniel,07/10/2014 17:58:55,"RT @flovielfaure: #RencNum échanges, bonnes pratiques,réseaux : encore un succès merci au @centrepompidou , @MuzeoNum , @TMNlab et à tous c…", @flovielfaure @centrepompidou @MuzeoNum @TMNlab , #RencNum 
519532236966600704,TMNlab,07/10/2014 17:58:32,"RT @flovielfaure: #RencNum échanges, bonnes pratiques,réseaux : encore un succès merci au @centrepompidou , @MuzeoNum , @TMNlab et à tous c…", @flovielfaure @centrepompidou @MuzeoNum @TMNlab , #RencNum 
519532201109897216,Lilmount,07/10/2014 17:58:23,RT @gillesduffau: L'humour dans la communication des musées américains. http://t.co/juuBNC2aYX #mw2013 #RencNum, @gillesduffau , #mw2013 #RencNum
519532077499572224,noemiebreen,07/10/2014 17:57:54,Merci à toute l'équipe @MinistereCC pour cette matinée passionnante  #RencNum, @MinistereCC , #RencNum
519531955851755521,JulieArtGeek,07/10/2014 17:57:25,RT @CultureTime_: Nuit des étudiants  @Museesdangers: on peut tout faire au musée #suspens #participatif le 27/11 #RencNum #muzeonum http:/…, @CultureTime_ @Museesdangers , #suspens #participatif #RencNum #muzeonum 
519530741932490753,Museesdangers,07/10/2014 17:52:35,RT @CultureTime_: Nuit des étudiants  @Museesdangers: on peut tout faire au musée #suspens #participatif le 27/11 #RencNum #muzeonum http:/…, @CultureTime_ @Museesdangers , #suspens #participatif #RencNum #muzeonum 
519530727033958400,dasmtweets,07/10/2014 17:52:32,"RT @flovielfaure: #RencNum échanges, bonnes pratiques,réseaux : encore un succès merci au @centrepompidou , @MuzeoNum , @TMNlab et à tous c…", @flovielfaure @centrepompidou @MuzeoNum @TMNlab , #RencNum 
519530631009935360,Museesdangers,07/10/2014 17:52:09,RT @louvrepourtous: #RencNum Les @Museesdangers en ligne par @JulieArtGeek #muzeonum http://t.co/UIBl4PRlKW, @louvrepourtous @Museesdangers @JulieArtGeek , #RencNum #muzeonum 
519530564932870145,DaphGaillard,07/10/2014 17:51:53,"RT @MinistereCC: #RencNum Les #reseauxsociaux ne sont pas simplement un outil de #communication, ils permettent de ré-insuffler des élément…", @MinistereCC , #RencNum #reseauxsociaux #communication 
519530557521559552,Museesdangers,07/10/2014 17:51:52,"RT @MuzeoNum: ""Petits meurtres au musée"" la thémathique cette année des @Museesdangers avec une page Facebook automne #RencNum #muzeonum", @MuzeoNum @Museesdangers , #RencNum #muzeonum
519530527360315392,Museesdangers,07/10/2014 17:51:44,"RT @laurentalbaret: [#musées] RT @antoninGS: Vine, selfies de statues et playmobils, c'est rock aux @Museesdangers avec @JulieArtGeek #Renc…", @laurentalbaret @antoninGS @Museesdangers @JulieArtGeek , #musées #Renc…
519530222128226304,MuzeoNum,07/10/2014 17:50:32,"RT @flovielfaure: #RencNum échanges, bonnes pratiques,réseaux : encore un succès merci au @centrepompidou , @MuzeoNum , @TMNlab et à tous c…", @flovielfaure @centrepompidou @MuzeoNum @TMNlab , #RencNum 
519529944012320769,celinesalvetat,07/10/2014 17:49:25,RT @Elise_Gabrielle: Vol sans effraction au Museon d'Arles poke @RemiSabouraud  #RencNum, @Elise_Gabrielle @RemiSabouraud , #RencNum
519529775166025729,flovielfaure,07/10/2014 17:48:45,"#RencNum échanges, bonnes pratiques,réseaux : encore un succès merci au @centrepompidou , @MuzeoNum , @TMNlab et à tous cc @MinistereCC", @centrepompidou @MuzeoNum @TMNlab @MinistereCC,#RencNum 
519529442893234178,_edecc1,07/10/2014 17:47:26,"J'ai eu envie d'avoir le boulot de chaque intervenant, l'un après l'autre aujourd'hui à #RencNum", , #RencNum
519529417144807424,clarachasles,07/10/2014 17:47:20,RT @V_Septembre: Questions troll - mais pertinentes - le numérique est-il obligatoire dans les musées ? Au détriment des services habituels…, @V_Septembre , 
519529400682151936,nikomelissano,07/10/2014 17:47:16,Pourquoi un #blog ? #RencNum @MuseeAirEspace http://t.co/LoszgRa7Bs, @MuseeAirEspace , #blog #RencNum 
519529380721471488,JulieArtGeek,07/10/2014 17:47:11,RT @comcomclaire: Deuxième session #Muzeonum #rencnum avec @JulieArtGeek @Chabadie et @celinesalvetat #girlpower http://t.co/4zLefGYCkh, @comcomclaire @JulieArtGeek @Chabadie @celinesalvetat , #Muzeonum #rencnum #girlpower 
519529068316737537,MuzeoNum,07/10/2014 17:45:56,"Merci au @MinistereCC de nous avoir proposé de programmer ces deux tables-rondes, et merci au @CentrePompidou pour l'accueil #RencNum", @MinistereCC @CentrePompidou , #RencNum
519528907708444672,OnlineCDM2014,07/10/2014 17:45:18,RT @MinistereCC: #RencNum Enjeux numériques et partage d'expériences : vers de nouvelles médiations dans les établissements culturels en #F…, @MinistereCC , #RencNum #F…
519528861831553024,JulieArtGeek,07/10/2014 17:45:07,RT @comcomclaire: Le vine de @JulieArtGeek fait son petit effet sur la salle comme sans doute en ligne #RencNum #Muzeonum http://t.co/CLPjL…, @comcomclaire @JulieArtGeek , #RencNum #Muzeonum 
519528789123280896,RLDI_Lamy,07/10/2014 17:44:50,RT @MinistereCC: #RencNum Enjeux numériques et partage d'expériences : vers de nouvelles médiations dans les établissements culturels en #F…, @MinistereCC , #RencNum #F…
519528683149991936,RLDI_Lamy,07/10/2014 17:44:25,"RT @MinistereCC: #RencNum Les #reseauxsociaux ne sont pas simplement un outil de #communication, ils permettent de ré-insuffler des élément…", @MinistereCC , #RencNum #reseauxsociaux #communication 
519528586303111168,celinesalvetat,07/10/2014 17:44:02,RT @rlg_: Museon : quand un musée fermé utilise des #drones pour ses visites (télé)guidées #museumnotwar #muzeonum #RencNum, @rlg_ , #drones #museumnotwar #muzeonum #RencNum
519528462261166080,gvillambrosa,07/10/2014 17:43:32,RT @cspirin: #rencnum Ça redonne la motivation pour se battre contre une hiérarchie réticente + des collègues frileux et proposer de nouvea…, @cspirin , #rencnum 
519528289745272832,_omr,07/10/2014 17:42:51,"RT @MuzeoNum: Merci à tous les participants et intervenants - ""héros du quotidien"" - a bientôt sur http://t.co/fdvIzpvVUh et IRL ! #muzeonu…", @MuzeoNum , #muzeonu…
519528010362654720,cspirin,07/10/2014 17:41:44,#rencnum Ça redonne la motivation pour se battre contre une hiérarchie réticente + des collègues frileux et proposer de nouveaux projets !, ,#rencnum 
519527730686468096,MuzeoNum,07/10/2014 17:40:38,"Merci à nos intervenants @comcomclaire, @remiforall, Xavier Derégel, @julieartgeek, @Chabadie et @celinesalvetat ! #RencNum", @comcomclaire @remiforall @julieartgeek @Chabadie @celinesalvetat , #RencNum
519526693883904001,DianeDrubay,07/10/2014 17:36:30,RT @gillesduffau: L'humour dans la communication des musées américains. http://t.co/juuBNC2aYX #mw2013 #RencNum, @gillesduffau , #mw2013 #RencNum
519526627991355392,ScienceAnim,07/10/2014 17:36:15,RT @HeloBouillard: #RencNum  #tmnlab Quid du #videomaton à la disposition du public : quels retours pour ceux qui en ont mis en place ?, @HeloBouillard , #RencNum #tmnlab #videomaton 
519526616733855745,audrey_bardon,07/10/2014 17:36:12,RT @HeloBouillard: #RencNum  #tmnlab Quid du #videomaton à la disposition du public : quels retours pour ceux qui en ont mis en place ?, @HeloBouillard , #RencNum #tmnlab #videomaton 
519526583800197120,NathCandito,07/10/2014 17:36:04,"RT @MuzeoNum: ""Curioseta"" un projet de collecte des objets de cabinets de curiosités, notamment avec les étudiants #RencNum #muzeonum", @MuzeoNum , #RencNum #muzeonum
519526098875338753,Eva_Poration,07/10/2014 17:34:09,RT @celinesalvetat: Une présence sur les RSN importante. Ex : le tumblr http://t.co/PJNNz8kpwK #muzeonum #RencNum, @celinesalvetat , #muzeonum #RencNum
519525774978977792,celinesalvetat,07/10/2014 17:32:51,RT @comcomclaire: . @celinesalvetat La chance du hors les murs? Droit à l'échec! #RencNum #Muzeonum, @comcomclaire @celinesalvetat , #RencNum #Muzeonum
519525473169440768,didierbonnet,07/10/2014 17:31:39,RT @DigitalWorldBiz: Quels sont les réseaux sociaux les plus utilisés en #B2C et en #B2B via @StatistaCharts #RencNum http://t.co/k7sxM7rqJ6, @DigitalWorldBiz @StatistaCharts , #B2C #B2B #RencNum 
519525383557754880,JulieArtGeek,07/10/2014 17:31:18,"RT @MuzeoNum: Merci à tous les participants et intervenants - ""héros du quotidien"" - a bientôt sur http://t.co/fdvIzpvVUh et IRL ! #muzeonu…", @MuzeoNum , #muzeonu…
519525082105143296,_omr,07/10/2014 17:30:06,#rencnum 2014 c'était par là ! /Poke @centrepompidou http://t.co/2vbalZvhLY, @centrepompidou ,#rencnum 
519525031215632384,lecok5,07/10/2014 17:29:54,RT @MinistereCC: #RencNum Enjeux numériques et partage d'expériences : vers de nouvelles médiations dans les établissements culturels en #F…, @MinistereCC , #RencNum #F…
519524775379890176,pradelier,07/10/2014 17:28:53,RT @DigitalWorldBiz: Quels sont les réseaux sociaux les plus utilisés en #B2C et en #B2B via @StatistaCharts #RencNum http://t.co/k7sxM7rqJ6, @DigitalWorldBiz @StatistaCharts , #B2C #B2B #RencNum 
519524170909351936,nikomelissano,07/10/2014 17:26:29,@MuzeoNum toutes mes félicitations pour ces #RencNum que j'ai suivi avec intérêt,@MuzeoNum , #RencNum 
519523999173574656,isabellevnc,07/10/2014 17:25:48,RT @Mr_Kochka: Les selfies de statue du @Museesdangers http://t.co/IaEG1ftozL :-) #RencNum #muzeonum, @Mr_Kochka @Museesdangers , #RencNum #muzeonum
519523061427871744,nikomelissano,07/10/2014 17:22:04,RT @agatheontheroad: Sors de la journée rencontres culture numériques des idées plein la tête maintenant au travail pour les appliquer merc…, @agatheontheroad , 
519522723606052864,jmprouteau,07/10/2014 17:20:44,"RT @V_Septembre: Par son statut de petit musée, @MusJeanneAlbret peut prendre rapidement des initiatives innovantes: #TicketSuspendu, @Covo…", @V_Septembre @MusJeanneAlbret @Covo…, #TicketSuspendu 
519521523552759808,DimasDion,07/10/2014 17:15:58,"RT @MuzeoNum: Merci à tous les participants et intervenants - ""héros du quotidien"" - a bientôt sur http://t.co/fdvIzpvVUh et IRL ! #muzeonu…", @MuzeoNum , #muzeonu…
519521523552759808,DimasDion,07/10/2014 17:15:58,"RT @MuzeoNum: Merci à tous les participants et intervenants - ""héros du quotidien"" - a bientôt sur http://t.co/fdvIzpvVUh et IRL ! #muzeonu…", @MuzeoNum , #muzeonu…
519520613732712448,Matthis__VERNON,07/10/2014 17:12:21,@heloiselecomte: #rencnum #tmnlab implication de tous les salariés @LeQuai pour capter avec smartphone et autres la vie du lieu !,@heloiselecomte @LeQuai , #rencnum #tmnlab 
519520558422437889,Matthis__VERNON,07/10/2014 17:12:08,"RT @HeloBouillard: #RencNum #tmnlab Faire du nouveau site du @LeQuai un site qui donne la parole à son public, notamment par le biais d'amb…", @HeloBouillard @LeQuai , #RencNum #tmnlab 
519519463453241344,CaosCami,07/10/2014 17:07:46,RT @MuzeoNum: Utiliser un drône pour visiter les murs du musée fermé @MuseonArlaten #RencNum #muzeonum http://t.co/Q5mxnXJq90, @MuzeoNum @MuseonArlaten , #RencNum #muzeonum 
519518631940882432,DocMuseo,07/10/2014 17:04:28,RT @Comculturelle: #RencNum #Muzeonum L'un doit sans cesse appeler l'autre. 2/2, @Comculturelle , #RencNum #Muzeonum 
519518558926426113,DocMuseo,07/10/2014 17:04:11,RT @Comculturelle: #RencNum #Muzeonum C'est fini ! À retenir : médiation humaine &amp; médiation numérique sont complémentaires et non incompat…, @Comculturelle , #RencNum #Muzeonum 
519518136090230786,boiteamaylis,07/10/2014 17:02:30,Merci à tous pour le LT des #RencNum suivi de près mais de Nancy :) Hâte de voir la restitution en ligne, , #RencNum 
519517431187128321,ZeBigWeb,07/10/2014 16:59:42,[TOP TT FR 07/10/2014] 1. Twin Peaks 2. #PendantLesVacancesJeVais 3. Annabelle 4. #RencNum 5. #showeb2rentree2014, , #PendantLesVacancesJeVais #RencNum #showeb2rentree2014
519517084880216064,cspirin,07/10/2014 16:58:19,"#rencnum On retiendra de la table ronde de ce matin ""qu'est-ce les bibliothèques peuvent apporter au Web ?"" @MemoireSilence À méditer...", @MemoireSilence ,#rencnum 
519516609636225024,DocMuseo,07/10/2014 16:56:26,RT @Loic_Laborde: #RencNum #Muzeonum dans le cadre d'un musée d'ethno il faut faire attention que notre humour ne choque pas les cultures r…, @Loic_Laborde , #RencNum #Muzeonum 
519515233430568962,cspirin,07/10/2014 16:50:58,#rencnum #muzeonum Retours d'expériences intéressants cette après-midi ! On a pu apprécier d'autres institutions que celles de Paris., ,#rencnum #muzeonum 
519513202884096001,LucilleNemours,07/10/2014 16:42:54,RT @MinistereCC: #RencNum Enjeux numériques et partage d'expériences : vers de nouvelles médiations dans les établissements culturels en #F…, @MinistereCC , #RencNum #F…
519513097217015809,mohouma,07/10/2014 16:42:29,#RencNum, ,#RencNum
519513000232120320,chimot_sophie,07/10/2014 16:42:06,"RT @NicoGlayzon: La passionnante étude de Sylvie Octobre sur les jeunes et les pratiques culturelles numériques 
http://t.co/43AtpZoO5j
#Re…", @NicoGlayzon , #Re…
519512948784775169,agatheontheroad,07/10/2014 16:41:53,"RT @MinistereCC: #RencNum Les #reseauxsociaux ne sont pas simplement un outil de #communication, ils permettent de ré-insuffler des élément…", @MinistereCC , #RencNum #reseauxsociaux #communication 
519512670832443395,jaylhan972,07/10/2014 16:40:47,RT @tt_fr: Trending topics FR : #Ma2xDansLeMag #EbolaEnFranceLe24Octobre #TokioHotelKOS #showeb2rentree2014 #RencNum, @tt_fr , #Ma2xDansLeMag #EbolaEnFranceLe24Octobre #TokioHotelKOS #showeb2rentree2014 #RencNum
519512198566387712,PKoukouroukouk,07/10/2014 16:38:54,RT @Mr_Kochka: Les selfies de statue du @Museesdangers http://t.co/IaEG1ftozL :-) #RencNum #muzeonum, @Mr_Kochka @Museesdangers , #RencNum #muzeonum
519512079100047361,agatheontheroad,07/10/2014 16:38:26,Sors de la journée rencontres culture numériques des idées plein la tête maintenant au travail pour les appliquer merci @MuzeoNum #RencNum, @MuzeoNum , #RencNum
519511987823603712,tt_fr,07/10/2014 16:38:04,Trending topics FR : #Ma2xDansLeMag #EbolaEnFranceLe24Octobre #TokioHotelKOS #showeb2rentree2014 #RencNum, , #Ma2xDansLeMag #EbolaEnFranceLe24Octobre #TokioHotelKOS #showeb2rentree2014 #RencNum
519511913727000576,TrendieFR,07/10/2014 16:37:46,"""Trending France:05:37 PM CEST""
5. #RencNum
6. Thinking Out Loud
7. Twin Peaks
8. Annabelle
9. Xavier Dolan
10. Soprano", , #RencNum 
519511376239529984,berthysgo,07/10/2014 16:35:38,RT @DigitalWorldBiz: Quels sont les réseaux sociaux les plus utilisés en #B2C et en #B2B via @StatistaCharts #RencNum http://t.co/k7sxM7rqJ6, @DigitalWorldBiz @StatistaCharts , #B2C #B2B #RencNum 
519510163188109312,_edecc1,07/10/2014 16:30:49,"@CotCotCotApps 
mais --&gt; et donc!
enfin autre chose que les tablettes dans les rencontres de médiation numérique
#RencNum",@CotCotCotApps , #RencNum
519509080067809280,AMCSTI,07/10/2014 16:26:31,Merci @MinistereCC &amp;@centrepompidou pour ses #RencNum et à tous les intervenants #partager #rencontrer #inspirer, @MinistereCC @centrepompidou , #RencNum #partager #rencontrer #inspirer
519508724797702144,TTMobile_fr,07/10/2014 16:25:06,"TT FRANCE 17:25
1.#Ma2xDansLeMag
2.#EbolaEnFranceLe24Octobre
3.#TokioHotelKOS
4.#RencNum
5.#PendantLesVacancesJeVais
6.Thinking Out Loud", , #Ma2xDansLeMag #EbolaEnFranceLe24Octobre #TokioHotelKOS #RencNum #PendantLesVacancesJeVais 
519508551291924480,camille_faccini,07/10/2014 16:24:25,"RT @TrendieFR: ""Trending France:05:23 PM CEST""
1. #Ma2xDansLeMag
2. #EbolaEnFranceLe24Octobre
3. #TokioHotelKOS
4. #RencNum", @TrendieFR , #Ma2xDansLeMag #EbolaEnFranceLe24Octobre #TokioHotelKOS #RencNum
519508372849442816,TrendieFR,07/10/2014 16:23:42,"""Trending France:05:23 PM CEST""
1. #Ma2xDansLeMag
2. #EbolaEnFranceLe24Octobre
3. #TokioHotelKOS
4. #RencNum", , #Ma2xDansLeMag #EbolaEnFranceLe24Octobre #TokioHotelKOS #RencNum
519508206738210817,LarreSylvain,07/10/2014 16:23:03,RT @DigitalWorldBiz: Quels sont les réseaux sociaux les plus utilisés en #B2C et en #B2B via @StatistaCharts #RencNum http://t.co/k7sxM7rqJ6, @DigitalWorldBiz @StatistaCharts , #B2C #B2B #RencNum 
519507860217421824,TrendieFR,07/10/2014 16:21:40,"""Trending France:05:21 PM CEST""
1. #Ma2xDansLeMag
2. #EbolaEnFranceLe24Octobre
3. #TokioHotelKOS
4. #RencNum", , #Ma2xDansLeMag #EbolaEnFranceLe24Octobre #TokioHotelKOS #RencNum
519507119897587712,Hgwrt,07/10/2014 16:18:44,"Je sais pas ce que #RencNum signifie mais j'ai lu ""Rectum"" ....", , #RencNum 
519506469776273408,nolwennbb,07/10/2014 16:16:09,"#Theatrogeek Merci pour le LT #RencNum #TMNlab, ravie d'avoir suivie cette table-ronde depuis #Nantes @TMNlab", @TMNlab,#Theatrogeek #RencNum #TMNlab #Nantes 
519506360380424194,guillaumeBzt,07/10/2014 16:15:42,RT @TMNlab: @rekall_software #TMNlab #RencNum Creation d'exports qui soient des outils de médiation sur le web. http://t.co/XXbzeSux9t, @TMNlab @rekall_software , #TMNlab #RencNum 
519506170588200960,lephenix_sn,07/10/2014 16:14:57,"RT @NicoGlayzon: Clarisse Bardiot présente Rekall, outil d'archivage et d'annotation du spectacle vivant. Présentation publique 14/11 @leph…", @NicoGlayzon @leph…, 
519506170588200960,lephenix_sn,07/10/2014 16:14:57,"RT @NicoGlayzon: Clarisse Bardiot présente Rekall, outil d'archivage et d'annotation du spectacle vivant. Présentation publique 14/11 @leph…", @NicoGlayzon @leph…, 
519505431082061824,GerardAudinet,07/10/2014 16:12:01,"RT @parismusees: En ce qui concerne les données pour les enfants&amp;co,découvrez #pmjuniors avec #missionZigomar &amp; #museosphere http://t.co/yD…", @parismusees , #pmjuniors #missionZigomar #museosphere 
519504642884251648,anaisdasse,07/10/2014 16:08:53,RT @gillesduffau: L'humour dans la communication des musées américains. http://t.co/juuBNC2aYX #mw2013 #RencNum, @gillesduffau , #mw2013 #RencNum
519504514949582849,Mr_mecenat,07/10/2014 16:08:22,"RT @MuzeoNum: Merci à tous les participants et intervenants - ""héros du quotidien"" - a bientôt sur http://t.co/fdvIzpvVUh et IRL ! #muzeonu…", @MuzeoNum , #muzeonu…
519504037772013568,TMNlab,07/10/2014 16:06:29,#TMNlab #RencNum Merci à tous! Un cocktail bien mérité cloture cette rencontre., ,#TMNlab #RencNum 
519503967047651329,abreaknet,07/10/2014 16:06:12,"#RencNum
Venez en discuter ici en privé :
https://t.co/ApdpKtPhFS
Chat Gratuit Sécurisé sans inscription", ,#RencNum 
519503918599266304,josenascimentoj,07/10/2014 16:06:00,"“@mrgx_a: La thématique ""Petits meurtres aux musées"" promet de belles surprises @Museesdangers #RSN #rencnum #muzeonum”", @mrgx_a @Museesdangers , #RSN #rencnum #muzeonum”
519503691746123776,TTMobile_fr,07/10/2014 16:05:06,"TT FRANCE 17:05
1.#EbolaEnFranceLe24Octobre
2.#TokioHotelKOS
3.#rencnum
4.#PendantLesVacancesJeVais
5.#showeb2rentree2014", , #EbolaEnFranceLe24Octobre #TokioHotelKOS #rencnum #PendantLesVacancesJeVais #showeb2rentree2014
519503638767890433,TrendieFR,07/10/2014 16:04:54,"""Trending France:05:04 PM CEST""
1. #EbolaEnFranceLe24Octobre
2. #TokioHotelKOS
3. #RencNum
4. #showeb2rentree2014", , #EbolaEnFranceLe24Octobre #TokioHotelKOS #RencNum #showeb2rentree2014
519503310043488258,chrystelou,07/10/2014 16:03:35,"RT @Benjiskhan: #TMNlab #RencNum session live transmedia en résumé 1/2 : 
Une création artistique a fort plus value de com viral
Un projet …", @Benjiskhan , #TMNlab #RencNum 
519503300002349056,chrystelou,07/10/2014 16:03:33,"RT @HeloBouillard: #RencNum  #tmnlab Pr ces pratiques emergentes, ces outils innovants, il semble y avoir un public dédié, pas le même que …", @HeloBouillard , #RencNum #tmnlab 
519502981872771072,Ecspedition,07/10/2014 16:02:17,"#RencNum   Listen to Welcome to de party"" by Ecspedition - http://t.co/VUQFZbGCEp", ,#RencNum 
519502879028416512,CotCotCotApps,07/10/2014 16:01:52,Fin des #rencnum où il a été fort peu question des tablettes mais journée pom pompidou. Merci aux organisateurs !! Cc./ @sourisetgrise, @sourisetgrise, #rencnum 
519502848477130753,Benjiskhan,07/10/2014 16:01:45,"#TMNlab #RencNum session live transmedia en résumé 1/2 : 
Une création artistique a fort plus value de com viral
Un projet de recherche", ,#TMNlab #RencNum 
519502763277840384,TweetCommun,07/10/2014 16:01:25,Faut m'expliquer à quoi sert le #RencNum  là! =p Et surtout ce qu'il signifie! xD, , #RencNum 
519502472868794369,HeloBouillard,07/10/2014 16:00:16,"#RencNum  #tmnlab Pr ces pratiques emergentes, ces outils innovants, il semble y avoir un public dédié, pas le même que celui du theatre", ,#RencNum #tmnlab 
519502339066322944,MgAnSeM,07/10/2014 15:59:44,RT @lmadelon: Un dispositif #transmedia de théâtre enrichi du @RondPointParis http://t.co/KBOpRaAqw3 #RencNum #TMNlab, @lmadelon @RondPointParis , #transmedia #RencNum #TMNlab
519502330484752384,chrystelou,07/10/2014 15:59:42,RT @lleydier: #TMNlab #RencNum @celestins intervention très instructive. Curieuse d'aller sur la plateforme spectacle en lignes, @lleydier @celestins , #TMNlab #RencNum 
519502318648459266,chrystelou,07/10/2014 15:59:39,"RT @TMNlab: #TMNlab #RencNum ""et les droits pour ces projets live et transmedia?""
Photos+repetitions. Comment inscrire ces projets dans les…", @TMNlab , #TMNlab #RencNum 
519502293142863872,miaoujetaime,07/10/2014 15:59:33,"RT @christinema70: #EbolaEnFranceLe24Octobre
#PendantLesVacancesJeVais
#OvhSummit
#showeb2rentree2014
#RencNum
Twin Peaks
Ben Affleck http:…", @christinema70 ," #EbolaEnFranceLe24Octobre
#PendantLesVacancesJeVais
#OvhSummit
#showeb2rentree2014
#RencNum "
519502281528836096,dasmtweets,07/10/2014 15:59:30,RT @MinistereCC: #RencNum Enjeux numériques et partage d'expériences : vers de nouvelles médiations dans les établissements culturels en #F…, @MinistereCC , #RencNum #F…
519502153304776706,MuzeoNum,07/10/2014 15:58:59,RT @MinistereCC: #RencNum Enjeux numériques et partage d'expériences : vers de nouvelles médiations dans les établissements culturels en #F…, @MinistereCC , #RencNum #F…
519502128214462464,celestins,07/10/2014 15:58:54,RT @lleydier: #TMNlab #RencNum @celestins intervention très instructive. Curieuse d'aller sur la plateforme spectacle en lignes, @lleydier @celestins , #TMNlab #RencNum 
519502078843305984,TMNlab,07/10/2014 15:58:42,"#TMNlab #RencNum ""et les droits pour ces projets live et transmedia?""
Photos+repetitions. Comment inscrire ces projets dans les contrats?", ,#TMNlab #RencNum 
519502026095747072,mrgx_a,07/10/2014 15:58:29,"Une chouette journée pour ces #rencnum De belles réflexions et interactions, merci à tous ! See you next year :)", , #rencnum 
519502019460358145,ValerieMarval,07/10/2014 15:58:27,RT @MinistereCC: #RencNum Enjeux numériques et partage d'expériences : vers de nouvelles médiations dans les établissements culturels en #F…, @MinistereCC , #RencNum #F…
519501902456057856,ValerieMarval,07/10/2014 15:58:00,"RT @MuzeoNum: Merci à tous les participants et intervenants - ""héros du quotidien"" - a bientôt sur http://t.co/fdvIzpvVUh et IRL ! #muzeonu…", @MuzeoNum , #muzeonu…
519501877130850304,MinistereCC,07/10/2014 15:57:54,#RencNum Enjeux numériques et partage d'expériences : vers de nouvelles médiations dans les établissements culturels en #France @MinistereCC, @MinistereCC,#RencNum #France 
519501375328505856,lleydier,07/10/2014 15:55:54,#TMNlab #RencNum @celestins intervention très instructive. Curieuse d'aller sur la plateforme spectacle en lignes, @celestins ,#TMNlab #RencNum 
519501245896085504,TeamTrendie,07/10/2014 15:55:23,"""#RencNum"" is trending at rank 2 in France as of 04:54 PM CEST via @TrendieFR", @TrendieFR, #RencNum 
519501193484439553,Comculturelle,07/10/2014 15:55:11,#RencNum #Muzeonum L'un doit sans cesse appeler l'autre. 2/2, ,#RencNum #Muzeonum 
519500903477702657,TrendieFR,07/10/2014 15:54:01,"""Trending France:04:53 PM CEST""
1. #EbolaEnFranceLe24Octobre
2. #RencNum
3. #TokioHotelKOS
4. #showeb2rentree2014", , #EbolaEnFranceLe24Octobre #RencNum #TokioHotelKOS #showeb2rentree2014
519500792420925440,whereareyouliz,07/10/2014 15:53:35,RT @gillesduffau: L'humour dans la communication des musées américains. http://t.co/juuBNC2aYX #mw2013 #RencNum, @gillesduffau , #mw2013 #RencNum
519500666713022464,LanoraMunhall,07/10/2014 15:53:05,Trending topics FR : #EbolaEnFranceLe24Octobre #showeb2rentree2014 #RencNum #PendantLesVacancesJeVais #muzeonum, , #EbolaEnFranceLe24Octobre #showeb2rentree2014 #RencNum #PendantLesVacancesJeVais #muzeonum
519500453697310720,bevellin,07/10/2014 15:52:14,@V_Septembre Comment est-ce mesuré ? #RencNum,@V_Septembre , #RencNum
519500451600142336,AlbaBerrocalJoy,07/10/2014 15:52:14,RT @MuzeoNum: Utiliser un drône pour visiter les murs du musée fermé @MuseonArlaten #RencNum #muzeonum http://t.co/Q5mxnXJq90, @MuzeoNum @MuseonArlaten , #RencNum #muzeonum 
519500398219251712,celestins,07/10/2014 15:52:01,RT @TMNlab: #TMNlab #RencNum @RondPointParis mais vrai succès auprès de la critique spécialisée., @TMNlab @RondPointParis , #TMNlab #RencNum 
519500387544731650,celestins,07/10/2014 15:51:58,"RT @TMNlab: #TMNlab #RencNum @RondPointParis porté par un intervenant exterieur, l'equipe du theatre n'a pas porté le projet comme outil de…", @TMNlab @RondPointParis , #TMNlab #RencNum 
519500360403386368,chrystelou,07/10/2014 15:51:52,RT @heloiselecomte: #rencnum #tmnlab peu reproductible par nos structures mais très inspirant en revanche pr apporter une dimension transme…, @heloiselecomte , #rencnum #tmnlab 
519500295924359168,Mr_Kochka,07/10/2014 15:51:37,"RT @MuzeoNum: Merci à tous les participants et intervenants - ""héros du quotidien"" - a bientôt sur http://t.co/fdvIzpvVUh et IRL ! #muzeonu…", @MuzeoNum , #muzeonu…
519500277976948736,Mr_Kochka,07/10/2014 15:51:32,RT @Comculturelle: #RencNum #Muzeonum C'est fini ! À retenir : médiation humaine &amp; médiation numérique sont complémentaires et non incompat…, @Comculturelle , #RencNum #Muzeonum 
519500209794330625,EmaFP75,07/10/2014 15:51:16,"RT @MinistereCC: #RencNum Les #reseauxsociaux ne sont pas simplement un outil de #communication, ils permettent de ré-insuffler des élément…", @MinistereCC , #RencNum #reseauxsociaux #communication 
